stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Nürnberg Hbf,371908,278556,49.445545,11.082228,
Nürnberg Hbf,371908,415897,49.444798,11.082623,
Nürnberg Hbf,371908,517487,49.44516,11.082417,
Nürnberg Hbf,371908,574069,49.44475,11.082632,
Nürnberg Hbf,371908,628038,49.445618,11.082989,
Oberhausen Hbf,,239017,51.474,6.853346,1
Oberhausen Hbf,239017,162125,51.474285,6.851846,
Oberhausen Hbf,239017,20125,51.474346,6.851693,
Oberhausen Hbf,239017,541704,51.474876,6.851588,
Oberhausen Hbf,239017,598120,51.474583,6.851163,
Oberndorf (Neckar) Bahnhof,,45202,48.29559,8.575291,1
Oberndorf(Neckar),45202,130614,48.295506,8.575614,
Oberndorf(Neckar),45202,386162,48.2955,8.575479,
Oberstdorf,,202597,47.411034,10.278092,1
Oberstdorf,202597,346763,47.411446,10.278416,
Oberstdorf,202597,62027,47.411537,10.278299,
Oberstdorf Busbahnhof,202597,269092,47.41078,10.277203,
Odense st,,73348,55.401775,10.386005,1
Odense st,73348,93274,55.401775,10.386005,
Offenburg,508486,307359,48.476475,7.946723,
Offenburg Bahnhof,,508486,48.476387,7.946587,1
Oldenburg(Oldb)Hbf,184632,337156,53.14432,8.222713,
"Oldenburg, Hauptbahnhof",,184632,53.144222,8.222684,1
Olten,,134536,47.351936,7.9077,1
Olten,134536,345451,47.351936,7.9077,
Opoczno Poludnie,,464475,51.358517,20.231709,1
Opoczno Poludnie,464475,419370,51.358517,20.231709,
Opole Glowne,,533415,50.661514,17.925863,1
Opole Glowne,533415,124667,50.661514,17.925863,
Oranienburg,32918,132628,52.75408,13.249215,
Oranienburg,32918,333643,52.754093,13.249336,
Osnabrück Hbf,,387149,52.27313,8.060825,1
Osnabrück Hbf,387149,213014,52.27351,8.059799,
Osnabrück Hbf,387149,394650,52.272747,8.061333,
Osnabrück Hbf,387149,514700,52.273598,8.059918,
Osnabrück Hbf,387149,583925,52.272697,8.061522,
Ostbahnhof,,190923,48.12815,11.604545,1
Ostbahnhof,190923,330285,48.128296,11.604329,
Ostrava hl.n.,,360196,49.852085,18.267262,1
Ostrava hl.n.,360196,245333,49.852085,18.267262,
Ostseebad Binz,5514,249997,54.4056,13.599694,
Ostseebad Binz,5514,486651,54.405552,13.599532,
Oswiecim,,307582,50.041504,19.199724,1
Oswiecim,307582,434682,50.041504,19.199724,
Padborg st,,94428,54.82425,9.358803,1
Padborg st,94428,587801,54.82425,9.358803,
Paderborn Hbf,,86658,51.71298,8.740509,1
Paderborn Hbf,86658,468448,51.71298,8.740505,
Paderborn Hbf,86658,507053,51.712894,8.740338,
Paderborn Hbf,86658,9938,51.712795,8.740401,
Padova,,537852,45.417824,11.88062,1
Padova,537852,148682,45.417824,11.88062,
Papenburg(Ems),553472,365155,53.089706,7.386708,
"Papenburg, Bahnhof",,553472,53.090424,7.388122,1
Pardubice hl.n.,,499957,50.03174,15.756211,1
Pardubice hl.n.,499957,360286,50.03174,15.756211,
Paris Est,,451466,48.876976,2.35912,1
Paris Est,451466,263288,48.876976,2.35912,
Pasewalk,,257850,53.515038,13.989293,1
Pasewalk,257850,407447,53.51519,13.988988,
Pasewalk,257850,449068,53.515354,13.988875,
Pasing,,38680,48.149143,11.460697,1
Pasing,38680,316412,48.149197,11.459296,
Pasing,38680,383074,48.14933,11.458901,
Passau Hbf,,574524,48.57363,13.45078,1
"Passau, Hbf",574524,540942,48.574203,13.451643,
"Passau, Hbf",574524,588927,48.574352,13.452756,
Peine,257224,163077,52.318916,10.231892,
Peine,257224,622516,52.31896,10.232197,
"Peine, Bahnhof",,257224,52.318928,10.232422,1
Pforzheim Hauptbahnhof,,498646,48.89365,8.703453,1
Pforzheim Hbf,498646,30576,48.89414,8.702699,
Pforzheim Hbf,498646,323454,48.89421,8.702699,
Plattling,,357972,48.77962,12.863938,1
"Plattling, Bahnhof",357972,475254,48.778976,12.864647,
"Plattling, Bahnhof",357972,501259,48.778957,12.864414,
"Plett., Bahnhof",,586915,51.231934,7.86891,1
Plettenberg,586915,290268,51.231853,7.869044,
Plettenberg,586915,631087,51.23197,7.868424,
Plochingen,,221362,48.71294,9.411299,1
Plochingen,221362,318499,48.71296,9.411353,
Potsdam Hbf,90801,239317,52.391666,13.066749,
Potsdam Hbf,90801,520308,52.391422,13.066721,
Poznan Glowny,,121159,52.401993,16.91087,1
Poznan Glowny,121159,114503,52.401993,16.91087,
Praha hl.n.,,370300,50.08306,14.436039,1
Praha hl.n.,370300,631115,50.08306,14.436039,
Praha-Holesovice,,145628,50.110214,14.440013,1
Praha-Holesovice,145628,61418,50.110214,14.440013,
Prenzlau,275981,319750,53.321636,13.866409,
Prenzlau,275981,443878,53.32162,13.86654,
"Prenzlau, Bahnhof",,275981,53.321613,13.866558,1
Prien am Chiemsee,,561769,47.8547,12.34685,1
Prien am Chiemsee,561769,575806,47.854458,12.346733,
Prien am Chiemsee,561769,591693,47.85454,12.346697,
Przemysl Glowny,,562939,49.78366,22.776363,1
Przemysl Glowny,562939,528291,49.78366,22.776363,
Przemysl Zasanie,,570855,49.79363,22.774115,1
Przemysl Zasanie,570855,245272,49.79363,22.774115,
Przeworsk,,603820,50.067215,22.503357,1
Przeworsk,603820,204182,50.067215,22.503357,
Pörtschach am Wörther See,,411956,46.6362,14.146231,1
Pörtschach am Wörther See,411956,183242,46.6362,14.146231,
RV Bahnhof,,26081,47.784554,9.606673,1
Radolfzell,,216970,47.735874,8.968984,1
Radolfzell,216970,408339,47.735874,8.968984,
Radstadt,,26432,47.38424,13.467809,1
Radstadt,26432,422790,47.38424,13.467809,
Rankweil,,271624,47.273018,9.637252,1
Rankweil,271624,456775,47.273018,9.637252,
Ravensburg,26081,464468,47.78441,9.605964,
Ravensburg,26081,572837,47.784374,9.606126,
Recklinghausen Hbf,,405801,51.61598,7.201371,1
Recklinghausen Hbf,405801,430515,51.61667,7.203509,
Regensburg Hbf,,524916,49.01167,12.099624,1
Regensburg Hbf,524916,221431,49.011482,12.099741,
Regensburg Hbf,524916,453937,49.012466,12.100397,
Remagen,436154,258306,50.577003,7.23027,
Remagen Bf,,436154,50.57721,7.229767,1
Rendsburg,,116668,54.302097,9.671307,1
Rendsburg,116668,52254,54.302155,9.671009,
Rheine,39185,208485,52.275723,7.435338,
Rheine,39185,359388,52.275906,7.435158,
Rheine,39185,411409,52.275837,7.434987,
Rheine,39185,475182,52.27575,7.434754,
"Rheine, Bahnhof",,39185,52.2763,7.43426,1
Rheinfelden(CH),,424099,47.551136,7.792434,1
Rheinfelden(CH),424099,573897,47.551136,7.792434,
Rheydt Hbf,377466,186521,51.162872,6.439456,
Rheydt Hbf,377466,238210,51.162872,6.439879,
Ribnitz-Damgarten West,,529072,54.23918,12.436968,1
Ribnitz-Damgarten West,529072,421263,54.2392,12.437373,
Ribnitz-Damgarten West,529072,449237,54.239265,12.437355,
Riesa,418802,551056,51.30983,13.288293,
Riesa,418802,613708,51.309734,13.288329,
Riesa Busbf/Bahnhof,,418802,51.3094,13.288383,1
Ringsheim/Europa-Park,,113364,48.248672,7.773023,1
Ringsheim/Europa-Park,113364,111770,48.248688,7.772987,
Ringsted st,,548556,55.438038,11.786155,1
Ringsted st,548556,204019,55.438038,11.786155,
Roedekro st,,224619,55.069687,9.332754,1
Roedekro st,224619,555307,55.069687,9.332754,
Roma Tiburtina,,588158,41.91107,12.53146,1
Roma Tiburtina,588158,221179,41.91107,12.53146,
Rosenheim,,449831,47.851257,12.118983,1
Rosenheim,449831,226233,47.851257,12.11795,
Rosenheim,449831,27724,47.851177,12.117824,
Rosenheim,449831,288346,47.85108,12.118516,
Rosenheim,449831,496173,47.850994,12.118372,
Rosenheim,449831,59976,47.851154,12.118264,
Rosenheim,449831,61457,47.851078,12.118103,
Rostock Hauptbahnhof,,158338,54.07818,12.130724,1
Rostock Hbf,158338,381110,54.078552,12.130059,
Rostock Hbf,158338,382556,54.078247,12.131079,
Rostock Hbf,158338,419214,54.07861,12.130176,
Rostock Hbf,158338,463735,54.077587,12.132206,
Rostock Hbf,158338,593971,54.078262,12.131398,
Rostock Hbf,158338,85432,54.078526,12.1304,
Rottweil,357596,156019,48.16566,8.639871,
Rottweil,357596,566388,48.165527,8.63988,
Rottweil Bahnhof,,357596,48.165253,8.640661,1
Rovereto,,331031,45.891174,11.034067,1
Rovereto,331031,443238,45.89096,11.033601,
Rudolstadt (Thüringen),,466952,50.718,11.339156,1
Rudolstadt(Thür),466952,516411,50.71793,11.338899,
Rzepin,,326852,52.350224,14.815073,1
Rzepin,326852,528995,52.350224,14.815073,
Rzeszow Glowny,,60897,50.043114,22.006798,1
Rzeszow Glowny,60897,356675,50.043114,22.006798,
S Bernau Bhf,,547393,52.675686,13.592695,1
S Charlottenburg Bhf (Berlin),,217389,52.50473,13.303862,1
S Königs Wusterhausen Bhf,,227990,52.296963,13.631305,1
S Königs Wusterhausen Bhf,227990,124310,52.296642,13.631479,
S Oranienburg Bhf,,32918,52.754486,13.248311,1
S Ostbahnhof (Berlin),,7071,52.51033,13.435086,1
S Ostkreuz Bhf (Berlin),,245576,52.503113,13.469221,1
S Potsdam Hauptbahnhof,,90801,52.391445,13.067157,1
S Schönefeld (bei Berlin) Bhf,,117417,52.390907,13.513046,1
S Spandau Bhf (Berlin),,596812,52.534798,13.197477,1
S Südkreuz Bhf (Berlin),,452917,52.475502,13.365552,1
S Wannsee Bhf (Berlin),,574521,52.421726,13.178932,1
S+U Berlin Hauptbahnhof,,52971,52.525604,13.369075,1
S+U Gesundbrunnen Bhf (Berlin),,217455,52.548637,13.388372,1
S+U Lichtenberg Bhf (Berlin),,310417,52.510674,13.498359,1
S+U Zoologischer Garten Bhf (Berlin),,627708,52.50692,13.332707,1
Saalfeld (Saale),,8857,50.65049,11.374546,1
Saalfeld(Saale),8857,295945,50.650272,11.374583,
Saalfelden,,337972,47.426857,12.829765,1
Saalfelden,337972,531203,47.426857,12.829765,
Saarbrücken Hbf,,52158,49.24107,6.99102,1
Saarbrücken Hbf,52158,293221,49.241337,6.991009,
Saarbrücken Hbf,52158,459306,49.24148,6.991045,
Saarbrücken Hbf,52158,495312,49.241085,6.990951,
Saarbrücken Hbf,52158,516725,49.241283,6.991011,
Salzburg Hbf,,563744,47.81305,13.04582,1
Salzburg Hbf,563744,17168,47.81305,13.04582,
Salzburg Süd,,203357,47.770226,13.078491,1
Salzburg Süd,203357,176019,47.770226,13.078491,
Salzwedel,,264856,52.858112,11.162035,1
Salzwedel,264856,502867,52.858112,11.162035,
Sargans,,167424,47.044823,9.44626,1
Sargans,167424,85249,47.044823,9.44626,
Schaffhausen,,362654,47.69828,8.632756,1
Schaffhausen,362654,22916,47.69828,8.632756,
Schladming,,619294,47.393826,13.678151,1
Schladming,619294,20153,47.393826,13.678151,
Schleswig,,164385,54.499516,9.538149,1
Schleswig,164385,238779,54.49946,9.53814,
Schorndorf,,419263,48.80694,9.52569,1
Schorndorf,419263,114045,48.806984,9.525861,
Schwarzach-St.Veit,,439240,47.318535,13.154464,1
Schwarzach-St.Veit,439240,322896,47.318535,13.154464,
Schwerin Hauptbahnhof,,149044,53.6347,11.407499,1
Schwerin Hbf,149044,305536,53.63563,11.407544,
Schwerin Hbf,149044,457799,53.635628,11.407445,
Schwerin Hbf,149044,513644,53.63474,11.407455,
Schwerte(Ruhr),184275,530733,51.44228,7.55896,
"Schwerte, Bahnhof",,184275,51.44228,7.558964,1
Schwäbisch Gmünd,406348,171106,48.80097,9.787504,
Schwäbisch Gmünd,406348,388150,48.801086,9.788097,
Schärding,,297540,48.46372,13.442511,1
Schärding,297540,10885,48.46372,13.442511,
Schöna(Gr),,449932,50.860054,14.222133,1
Schöna(Gr),449932,536904,50.860054,14.222133,
Schönefeld(bei Berlin),117417,264892,52.39115,13.512816,
Selzthal,,318003,47.550243,14.312841,1
Selzthal,318003,112862,47.550243,14.312841,
Sevnica,,357856,46.009678,15.301231,1
Sevnica,357856,529691,46.009678,15.301231,
Siegburg Bf,,507136,50.793907,7.203024,1
Siegburg/Bonn,507136,343321,50.79388,7.202485,
Siegburg/Bonn,507136,573637,50.79396,7.20262,
Siegen Hbf,,511998,50.87594,8.016512,1
Siegen Hbf,511998,205881,50.876408,8.017311,
Siegen Hbf,511998,245317,50.87594,8.016508,
Siegen Hbf,511998,72163,50.876507,8.01715,
Siegen-Weidenau,595739,201016,50.895786,8.02978,
Siegen-Weidenau,595739,220607,50.8958,8.029959,
Siegen-Weidenau Bf,,595739,50.895966,8.029843,1
Singen (Htw) Bahnhof,,146261,47.75903,8.841408,1
Singen(Hohentwiel),146261,157304,47.75903,8.841219,
Singen(Hohentwiel),146261,27404,47.75892,8.841381,
Singen(Hohentwiel),146261,341980,47.75876,8.841471,
Singen(Hohentwiel),146261,561048,47.7586,8.840231,
Sissach,,324291,47.462753,7.812028,1
Sissach,324291,116985,47.462753,7.812028,
Skawina,,139958,49.977108,19.821957,1
Skawina,139958,247159,49.977108,19.821957,
Soest,197427,37027,51.57819,8.105337,
Soest,197427,477460,51.5783,8.105409,
"Soest, Bahnhof",,197427,51.57842,8.104592,1
Solingen Hbf,,481573,51.16073,7.003688,1
Solingen Hbf,481573,404551,51.161083,7.004119,
Solingen Hbf,481573,428723,51.160767,7.004187,
Solingen Hbf,481573,455790,51.161087,7.003985,
Sonthofen,,482515,47.51324,10.272343,1
Sonthofen,482515,46219,47.513405,10.272181,
Sopot,,371046,54.440166,18.562323,1
Sopot,371046,38095,54.440166,18.562323,
Spaichingen,199827,253109,48.068832,8.741704,
Spaichingen,199827,444563,48.068996,8.741704,
Spaichingen Bahnhof,,199827,48.06909,8.74094,1
Spiez,,212489,46.686398,7.680103,1
Spiez,212489,411930,46.686398,7.680103,
Spittal-Millstättersee,,49526,46.7957,13.487416,1
Spittal-Millstättersee,49526,458770,46.7957,13.487416,
St Georgen(Schwarzw),615991,223881,48.123955,8.342187,
St Georgen(Schwarzw),615991,497459,48.123898,8.342187,
St. Anton am Arlberg,,123945,47.12733,10.267088,1
St. Anton am Arlberg,123945,479905,47.12733,10.267088,
St. Gallen(CH),,628961,47.42318,9.369897,1
St. Gallen(CH),628961,342289,47.42318,9.369897,
St. Georgen (Schwarzw) Bahnhof,,615991,48.123844,8.342133,1
St. Johann im Pongau,,539015,47.348377,13.194961,1
St. Johann im Pongau,539015,59933,47.348377,13.194961,
St. Johann in Tirol,,215493,47.51962,12.430775,1
St. Johann in Tirol,215493,225986,47.51962,12.430775,
St. Margrethen SG,,103448,47.453217,9.638262,1
St. Margrethen SG,103448,232084,47.453217,9.638262,
St. Valentin,,627171,48.179146,14.521846,1
St. Valentin,627171,528993,48.179146,14.521846,
St.Michael in Obersteiermark,,428522,47.346622,15.009187,1
St.Michael in Obersteiermark,428522,402378,47.346622,15.009187,
St.Pölten Hbf,,265937,48.208275,15.624683,1
St.Pölten Hbf,265937,281918,48.208275,15.624683,
Stadt Rottenmann,,20682,47.52723,14.367174,1
Stadt Rottenmann,20682,387045,47.52723,14.367174,
Stadtroda,,230515,50.86817,11.723213,1
Stadtroda,230515,535549,50.868217,11.722792,
Stainach-Irdning,,495934,47.529194,14.106753,1
Stainach-Irdning,495934,176096,47.529194,14.106753,
Stein-Säckingen,,102224,47.541477,7.948573,1
Stein-Säckingen,102224,229604,47.541477,7.948573,
Steinach (b Rothenburg o.d.T.),,472610,49.45322,10.273538,1
Steinach(bei Rothenburg ob der Tauber),472610,362098,49.453003,10.274113,
Steinach(bei Rothenburg ob der Tauber),472610,506557,49.453743,10.273295,
Stendal Central Station (FlixTrain),605340,352284,52.594723,11.855409,
Stendal Hbf,,605340,52.594723,11.854412,1
Stendal Hbf,605340,245724,52.594837,11.855358,
Stendal Hbf,605340,394536,52.594585,11.855459,
Stendal Hbf,605340,406991,52.594784,11.855384,
Stendal Hbf,605340,408728,52.59494,11.85532,
Stendal Hbf,605340,538701,52.594658,11.855434,
Stralsund Hauptbahnhof,,88348,54.309105,13.077773,1
Stralsund Hbf,88348,238228,54.30801,13.078087,
Stralsund Hbf,88348,272836,54.308174,13.078698,
Stralsund Hbf,88348,385086,54.30812,13.078464,
Stralsund Hbf,88348,410243,54.308075,13.078294,
Stralsund Hbf,88348,590137,54.308037,13.078177,
Stralsund Hbf,88348,71938,54.30815,13.07859,
Strasbourg,,362865,48.58534,7.734067,1
Strasbourg,362865,399564,48.58534,7.734067,
Straubing,,296178,48.877007,12.574114,1
Straubing,296178,539709,48.876938,12.574492,
Sturovo,,617260,47.800125,18.67992,1
Sturovo,617260,564481,47.800125,18.67992,
Stuttgart Hbf,528175,348801,48.784084,9.181635,
Stuttgart Hbf,528175,439409,48.784748,9.183217,
Stuttgart-Vaihingen,291990,531108,48.72628,9.113226,
Sulz (Neckar) Bahnhof,,412256,48.367237,8.637724,1
Sulz(Neckar),412256,134572,48.367573,8.637867,
Swiebodzin,,439711,52.245144,15.53954,1
Swiebodzin,439711,2133,52.245144,15.53954,
Szob,,410926,47.821,18.862057,1
Szob,410926,613943,47.821,18.862057,
Szob(Gr),,129756,47.824898,18.844774,1
Szob(Gr),129756,169496,47.824898,18.844774,
Tarnow,,13864,50.0054,20.97418,1
Tarnow,13864,21690,50.0054,20.97418,
Tarvisio Boscoverde,,47496,46.506355,13.607212,1
Tarvisio Boscoverde,47496,175189,46.506355,13.607212,
Tatabanya,,232234,47.58493,18.393612,1
Tatabanya,232234,614168,47.58493,18.393612,
Tczew,,164873,54.09732,18.790155,1
Tczew,164873,413262,54.09732,18.790155,
Telfs-Pfaffenhofen,,52079,47.30071,11.078869,1
Telfs-Pfaffenhofen,52079,578517,47.30071,11.078869,
Thun,,554232,46.754692,7.629414,1
Thun,554232,203304,46.754692,7.629414,
Tinglev st,,259343,54.936172,9.258234,1
Tinglev st,259343,386005,54.936172,9.258234,
Traunstein,,123254,47.86973,12.638802,1
Traunstein,123254,447985,47.868744,12.638541,
Traunstein Bahnhof,123254,419112,47.86896,12.638703,
Trento,,282165,46.07229,11.1189,1
Trento,282165,287877,46.07229,11.1189,
Treuchtlingen,,123420,48.96127,10.908162,1
Treuchtlingen,123420,103719,48.961037,10.907991,
Treuchtlingen,123420,351235,48.961014,10.908198,
Treuchtlingen,123420,382291,48.96105,10.907919,
Treysa,,537753,50.91066,9.185673,1
Treysa,537753,424329,50.91066,9.185673,
Tullnerfeld,,496030,48.295273,15.996528,1
Tullnerfeld,496030,467995,48.295273,15.996528,
Tuttlingen,480035,122933,47.980232,8.798486,
Tuttlingen,480035,476592,47.98054,8.798271,
Tuttlingen Bahnhof,,480035,47.980335,8.79942,1
Tutzing,,357373,47.9074,11.273731,1
Tutzing,357373,499199,47.907097,11.272716,
Uelzen,,292063,52.96979,10.553017,1
Uelzen,292063,314096,52.969837,10.55279,
Ulm Hauptbahnhof,,99081,48.399364,9.984146,1
Ulm Hbf,99081,112836,48.399345,9.982816,
Ulm Hbf,99081,283220,48.3994,9.982608,
Ulm Hbf,99081,457193,48.399353,9.982645,
Ulm Hbf,99081,47699,48.399345,9.982933,
Unna,87900,210935,51.538982,7.692858,
"Unna, Bahnhof",,87900,51.538982,7.692858,1
Usti nad Labem hl.n.,,390672,50.65956,14.044728,1
Usti nad Labem hl.n.,390672,90704,50.65956,14.044728,
Utrecht Centraal,,531522,52.089397,5.109861,1
Utrecht Centraal,531522,286031,52.089397,5.109861,
Vac,,74110,47.782726,19.13306,1
Vac,74110,445713,47.782726,19.13306,
Vaihingen,,291990,48.72698,9.113912,1
Vaihingen (E),,614984,48.94815,8.957578,1
Vaihingen(Enz),614984,256683,48.948746,8.956868,
Vaihingen(Enz),614984,257225,48.948116,8.957632,
Vaihingen(Enz),614984,612081,48.948555,8.956527,
Vamdrup st,,211460,55.428093,9.286454,1
Vamdrup st,211460,599493,55.428093,9.286454,
Velden am Wörther See,,624812,46.62005,14.044838,1
Velden am Wörther See,624812,368923,46.62005,14.044838,
Velgast,,619357,54.277256,12.803149,1
Velgast,619357,123763,54.27737,12.803167,
Velgast,619357,474163,54.277435,12.803131,
Venezia Mestre,,457636,45.481907,12.231898,1
Venezia Mestre,457636,323001,45.481907,12.231898,
Venezia Santa Lucia,,132097,45.441395,12.320459,1
Venezia Santa Lucia,132097,467488,45.441395,12.320459,
Venlo,,157550,51.364407,6.171838,1
Venlo,157550,304758,51.364407,6.171838,
Venlo(Gr),,571328,51.340893,6.192712,1
Venlo(Gr),571328,310964,51.340893,6.192712,
Verden(Aller),,153418,52.920864,9.237906,1
Verden(Aller),153418,316701,52.92083,9.237933,
Verona Porta Nuova,,413892,45.428658,10.982739,1
Verona Porta Nuova,413892,90848,45.428658,10.982739,
Vicenza,,276794,45.5411,11.540777,1
Vicenza,276794,482908,45.5411,11.540777,
Viersen,568955,19015,51.254642,6.404907,
Viersen,568955,620554,51.254646,6.404997,
Viersen Bahnhof,,568955,51.2545,6.404,1
Villach Hbf,,524855,46.618626,13.848536,1
Villach Hbf,524855,275915,46.618626,13.848536,
Villingen Busbahnhof,,462976,48.057804,8.465427,1
Villingen(Schwarzw),462976,388415,48.05771,8.465588,
Villingen(Schwarzw),462976,582346,48.057617,8.465553,
Visp,,270222,46.29403,7.881465,1
Visp,270222,625789,46.29403,7.881465,
Vojens st,,60818,55.248478,9.304915,1
Vojens st,60818,590941,55.248478,9.304915,
Vöcklabruck,,222095,48.010067,13.663703,1
Vöcklabruck,222095,341305,48.010067,13.663703,
Wabern(Bz Kassel),,296034,51.103134,9.35804,1
Wabern(Bz Kassel),296034,545546,51.103134,9.35804,
Wanne-Eickel Hbf,590356,199170,51.531445,7.166122,
Wanne-Eickel Hbf,590356,236185,51.531303,7.166328,
Wanne-Eickel Hbf,590356,80558,51.531357,7.166247,
Warburg(Westf),126369,111473,51.492992,9.164235,
Warburg(Westf),126369,490084,51.49288,9.164163,
"Warburg, Bahnhof",,126369,51.492954,9.163849,1
Waren (Müritz) Bahnhof,,608150,53.52151,12.681077,1
Waren(Müritz),608150,579358,53.521687,12.680672,
Waren(Müritz),608150,632144,53.52164,12.680484,
Warszawa Centralna,,578411,52.22886,21.003235,1
Warszawa Centralna,578411,252192,52.22886,21.003235,
Warszawa Wschodnia,,181766,52.25155,21.052336,1
Warszawa Wschodnia,181766,75368,52.25155,21.052336,
Warszawa Zachodnia,,468740,52.21997,20.965246,1
Warszawa Zachodnia,468740,371513,52.21997,20.965246,
Weil am Rhein,585437,228918,47.59364,7.608488,
Weil am Rhein,585437,239536,47.59368,7.608245,
Weil am Rhein,585437,484446,47.593655,7.60838,
Weil am Rhein Bahnhof,,585437,47.593693,7.608739,1
Weilheim,,299168,47.845108,11.143502,1
Weilheim(Oberbay),299168,473302,47.845955,11.14423,
Weimar,,80712,50.991486,11.326463,1
Weimar,80712,361395,50.991486,11.326458,
Weinheim(Bergstr)Hbf,567779,263753,49.55361,8.665401,
Weinheim(Bergstr)Hbf,567779,563530,49.553547,8.665607,
"Weinheim, Hauptbahnhof",,567779,49.55333,8.665697,1
Weißenfels,,624185,51.204617,11.970926,1
Weißenfels,624185,142507,51.204617,11.970926,
Wels Hbf,,339874,48.166077,14.026569,1
Wels Hbf,339874,625412,48.166077,14.026569,
"Werder (Havel), Bahnhof",,24442,52.392704,12.926459,1
Werder(Havel),24442,143200,52.392815,12.927037,
Werdohl,271555,123464,51.259476,7.757887,
Werdohl,271555,248017,51.25952,7.757734,
"Werdohl, Bahnhof",,271555,51.259487,7.757545,1
Werfen,,423832,47.4726,13.195183,1
Werfen,423832,8417,47.4726,13.195183,
Westerland(Sylt),117824,335393,54.906853,8.31098,
Westerland(Sylt) ZOB/Bahnhof,,117824,54.906895,8.310884,1
Westerstede-Ocholt,,433070,53.20229,7.886531,1
Westerstede-Ocholt,433070,568701,53.202248,7.886519,
Wetzlar,164155,390876,50.56566,8.504213,
Wetzlar Bahnhof,,164155,50.56566,8.504213,1
Wien Hauptbahnhof,,532197,48.185104,16.377113,1
Wien Hbf,532197,170639,48.1851,16.377113,
Wien Hütteldorf,,403788,48.197258,16.26125,1
Wien Hütteldorf,403788,466839,48.197258,16.26125,
Wien Meidling,,596941,48.17445,16.333088,1
Wien Meidling,596941,446613,48.17445,16.333088,
Wiesbaden Hauptbahnhof,,205002,50.069477,8.244631,1
Wiesbaden Hbf,205002,108181,50.06972,8.243677,
Wiesbaden Hbf,205002,388408,50.069477,8.244631,
Wiesloch-Walldorf,628505,456471,49.291042,8.664242,
Wiesloch-Walldorf,628505,464752,49.29107,8.664053,
"Wiesloch-Walldorf, Bf",,628505,49.291016,8.664449,1
Winterthur,,473209,47.500336,8.723821,1
Winterthur,473209,226575,47.500336,8.723821,
Witten Hbf,,423977,51.43542,7.330217,1
Witten Hbf,423977,204996,51.435543,7.329442,
Witten Hbf,423977,251063,51.435375,7.329327,
Witten Hbf,423977,258324,51.435436,7.32948,
Wittenberge,395343,108725,53.004498,11.762504,
Wittenberge,395343,148053,53.003883,11.762578,
Wittenberge,395343,284902,53.00387,11.762465,
"Wittenberge, Bahnhof",,395343,53.002373,11.763205,1
Wloszczowa Polnoc,,431527,50.85811,19.947002,1
Wloszczowa Polnoc,431527,127599,50.85811,19.947002,
Wolfsburg Hbf,315897,178346,52.429665,10.787913,
Wolfsburg Hbf,315897,192555,52.429497,10.787784,
Wolfsburg Hbf,315897,458854,52.429382,10.787698,
"Wolfsburg, Hauptbahnhof",,315897,52.42946,10.78776,1
Worms Hbf,570697,226766,49.63501,8.356596,
"Worms, Hauptbahnhof",,570697,49.635113,8.356955,1
Wroclaw Glowny,,216256,51.09808,17.037088,1
Wroclaw Glowny,216256,304843,51.09808,17.037088,
Wuppertal Hbf,,176365,51.25508,7.149323,1
Wuppertal Hbf,176365,481199,51.254597,7.150042,
Wörgl Hbf,,1767,47.4918,12.060581,1
Wörgl Hbf,1767,313879,47.4918,12.060581,
Würzburg Hbf,,107971,49.801796,9.93578,1
Würzburg Hbf,107971,150484,49.80226,9.936041,
Würzburg Hbf,107971,187886,49.802,9.935924,
Würzburg Hbf,107971,230370,49.801895,9.935897,
Würzburg Hbf,107971,426437,49.80213,9.935987,
Würzburg Hbf,107971,630772,49.801796,9.93578,
Zabrze,,464132,50.30528,18.786947,1
Zabrze,464132,496784,50.30528,18.786947,
Zagreb Glavni kolodvor,,201512,45.80444,15.978705,1
Zagreb Glavni kolodvor,201512,30263,45.80444,15.978705,
Zapresic,,612567,45.844494,15.813187,1
Zapresic,612567,15751,45.844494,15.813187,
Zbaszynek,,490253,52.242508,15.818092,1
Zbaszynek,490253,507188,52.242508,15.818092,
Zebrzydowice,,439480,49.87049,18.623697,1
Zebrzydowice,439480,423776,49.87049,18.623697,
Zebrzydowice(Gr),,122713,49.884163,18.57093,1
Zebrzydowice(Gr),122713,275136,49.884163,18.57093,
Zell am See,,289200,47.32052,12.796571,1
Zell am See,289200,559855,47.32052,12.796571,
Zidani Most,,620183,46.085587,15.170324,1
Zidani Most,620183,521422,46.085587,15.170324,
Zielona Gora Glowna,,30094,51.947437,15.513709,1
Zielona Gora Glowna,30094,252917,51.947437,15.513709,
Zürich Flughafen,,510020,47.450386,8.562402,1
Zürich Flughafen,510020,482158,47.450386,8.562402,
Zürich HB,,261871,47.378178,8.540212,1
Zürich HB,261871,239963,47.378178,8.540212,
Züssow,339461,163641,53.972515,13.550179,
Züssow,339461,423980,53.97388,13.548191,
Züssow,339461,591848,53.97243,13.549999,
Züssow Bahnhof,,339461,53.97299,13.549442,1
Ötztal,,241483,47.238483,10.859114,1
Ötztal,241483,79651,47.238483,10.859114,
Übersee,,267872,47.822044,12.487337,1
Übersee,267872,257200,47.82184,12.486681,
Übersee,267872,27465,47.8221,12.487651,
