route_id,service_id,trip_id
19,764,1066969
19,796,679696
19,851,1184610
19,86,1523911
19,890,722889
19,891,1205160
19,896,883043
19,920,1258060
19,924,1538567
2,132,64492
2,449,517625
2,459,198225
2,473,332640
2,473,47986
2,808,519150
20,360,335964
20,595,108872
20,656,175155
20,758,1285440
20,758,292545
20,931,478270
21,106,21628
21,106,981554
21,133,257976
21,133,405807
21,262,289
21,396,1391603
21,436,164386
21,459,258686
21,473,1227592
21,473,1364300
21,473,507610
21,57,947647
21,64,1368946
21,734,1478556
21,761,1034463
21,761,1402674
21,77,170587
21,77,726634
21,81,710751
22,114,1351956
22,133,984271
22,194,914457
22,217,449915
22,217,944475
22,303,1520075
22,303,685057
22,303,968953
22,352,1465512
22,353,1479725
22,414,1170863
22,414,3485
22,414,946733
22,456,1540232
22,456,393944
22,456,644162
22,461,1214026
22,461,213891
22,461,483141
22,461,535210
22,461,748106
22,518,1149919
22,524,1075284
22,740,1395382
22,740,174964
22,77,925164
22,783,497962
22,868,175061
22,868,9767
22,888,1533672
22,888,538546
22,888,543097
22,888,832507
22,888,948033
22,898,629363
22,93,1318837
23,139,1324642
23,155,1138630
23,155,182102
23,155,407553
23,155,826667
23,155,916983
23,229,788428
23,236,1198384
23,236,1249644
23,236,1339024
23,236,375105
23,236,50149
23,236,675767
23,236,774523
23,236,965569
23,250,1169212
23,331,558972
23,345,436928
23,345,8023
23,349,1143062
23,349,1308008
23,358,1421792
23,358,3800
23,366,298145
23,392,154229
23,402,778438
23,413,325059
23,414,1414950
23,456,786938
23,461,1131674
23,461,1195397
23,461,1272752
23,473,1451202
23,473,782419
23,478,1412754
23,50,616962
23,505,1086283
23,505,1198377
23,505,1337106
23,505,787424
23,505,884887
23,518,805124
23,524,389149
23,538,763227
23,598,518423
23,617,1184612
23,692,140806
23,697,1475524
23,70,1240155
23,761,1055939
23,761,1135786
23,761,142714
23,77,1318156
23,77,1353385
23,77,403201
23,783,74692
23,783,869176
23,820,1059002
23,898,557250
23,917,1512007
23,928,527674
23,97,261825
23,97,294204
24,152,1146140
24,152,217594
24,189,633847
24,19,1048266
24,19,426568
24,447,1531268
24,449,1099885
24,449,204162
24,449,222448
24,449,256365
24,449,411503
24,449,456282
24,449,68966
24,449,758264
24,449,880753
24,456,393047
24,473,1257261
24,473,1424134
24,473,497719
24,473,976922
24,546,161128
24,573,153707
24,627,1339021
24,656,1088594
24,808,830968
24,821,416903
24,821,474035
24,821,951937
24,821,997707
24,836,619674
24,836,841267
24,858,800015
24,922,118977
24,922,929140
25,425,612012
25,456,503490
25,461,1164340
25,796,1488120
26,187,20842
26,187,409959
26,197,298824
26,197,481005
26,248,1104073
26,248,1262935
26,248,1535944
26,253,1396855
26,253,1501933
26,253,1504026
26,253,344920
26,277,863611
26,303,97438
26,436,1149631
26,436,1375853
26,436,1408540
26,436,1490341
26,436,283254
26,436,294238
26,436,827145
26,436,88663
26,436,930541
26,517,1391783
26,572,1497502
26,572,32181
26,572,389984
26,572,556464
26,671,663287
26,742,1295924
26,742,1499377
26,742,269000
26,742,529237
26,761,1105148
26,761,334859
26,761,435140
26,761,504965
26,77,1332570
26,77,211267
26,77,263995
26,77,836760
26,888,1006183
26,893,211056
26,893,418659
26,893,571705
26,898,1422624
27,106,345747
27,106,654870
27,106,789918
27,106,818523
27,133,1450767
27,133,622949
27,333,1060072
27,333,592732
27,436,1208300
27,436,150024
27,436,314477
27,436,346768
27,436,408429
27,436,436974
27,436,637614
27,436,721579
27,459,1324516
27,459,884315
27,473,20146
27,473,616485
27,500,425178
27,500,810670
27,6,1035277
27,6,455749
27,6,685002
27,6,999282
27,68,1007860
27,68,757869
27,761,16106
27,761,181477
27,761,242236
27,761,840629
27,77,1044437
27,77,1098972
27,77,343693
27,77,965545
28,236,46616
28,349,1366290
28,349,1399682
28,414,1375094
28,414,37197
28,414,558317
28,456,1132453
28,456,673793
28,461,1192219
28,518,1250381
28,518,1447996
29,413,201643
3,108,481345
3,219,1234026
3,236,1516526
3,456,106926
3,518,1121332
3,64,161754
3,64,360692
3,670,928569
3,729,388085
3,76,682095
3,785,246562
3,788,40761
3,793,342447
3,796,411961
3,904,83247
30,106,1333863
30,106,1459189
30,111,772872
30,133,1274270
30,133,671682
30,133,800369
30,133,854491
30,139,218168
30,139,98411
30,303,1017613
30,303,407375
30,436,1107798
30,461,416900
30,64,33192
30,64,442003
30,64,681768
30,64,711617
30,666,746096
30,734,851321
30,761,1344350
30,761,627714
30,761,854634
30,761,994137
30,77,1096088
30,77,267678
30,77,541539
30,77,671378
30,844,356459
30,9,833888
30,926,1054024
30,926,990391
31,102,77074
31,133,1275641
31,240,860113
31,273,459647
31,310,1384646
31,325,1086615
31,325,1159867
31,325,1166869
31,325,1281215
31,325,1316715
31,325,156118
31,325,168221
31,325,369264
31,325,425033
31,325,499967
31,325,576964
31,325,770966
31,325,949473
31,405,450750
31,500,1010716
31,500,1132116
31,500,1341300
31,500,1444132
31,500,188174
31,500,196517
31,500,249843
31,500,320272
31,500,351213
31,500,415219
31,500,746408
31,500,91711
31,609,775780
31,731,516365
31,74,414604
31,780,58372
31,783,322865
31,878,177526
31,893,492313
31,928,255544
32,106,1073313
32,106,1301513
32,106,1314693
32,106,137609
32,106,1502096
32,106,666357
32,106,796076
32,106,994657
32,11,1485218
32,133,1159542
32,133,1198482
32,133,1420711
32,133,1439891
32,133,167338
32,133,188661
32,133,197675
32,133,367400
32,133,422244
32,133,528345
32,133,556339
32,133,662180
32,133,760215
32,133,866664
32,139,1152419
32,139,738746
32,15,719577
32,153,819428
32,161,1472544
32,161,174432
32,161,701930
32,161,85677
32,183,119603
32,193,995146
32,210,292698
32,212,1132217
32,215,911669
32,233,769265
32,248,132172
32,248,1388536
32,248,465383
32,248,836870
32,248,858160
32,253,22133
32,253,245639
32,253,314777
32,253,569421
32,256,1190901
32,262,1245045
32,262,1350416
32,262,145054
32,275,282325
32,277,1424882
32,28,357644
32,283,1163468
32,283,165252
32,283,486354
32,283,918211
32,290,1429922
32,293,553528
32,311,1488162
32,311,1511366
32,313,1293384
32,331,628827
32,344,1102259
32,346,19271
32,358,1213164
32,358,1530920
32,362,211566
32,372,1033807
32,377,874063
32,397,553651
32,407,1240711
32,413,428700
32,413,668753
32,413,998934
32,414,1477742
32,436,1367550
32,436,538595
32,436,628472
32,448,1491966
32,456,1349691
32,456,1445542
32,457,742788
32,458,1037378
32,461,1263683
32,473,1000475
32,473,1230715
32,473,566497
32,473,772995
32,473,832423
32,473,86464
32,473,962499
32,473,983226
32,479,39411
32,479,475294
32,517,1014925
32,535,1066758
32,576,281209
32,599,370078
32,620,528105
32,623,849699
32,64,970011
32,651,1513084
32,662,494224
32,671,1143987
32,68,219753
32,69,598152
32,691,1284513
32,691,342899
32,701,1462151
32,704,1124013
32,704,1127720
32,704,1528362
32,709,1022629
32,719,1422198
32,726,1413907
32,742,1530767
32,742,209794
32,742,299801
32,742,902211
32,747,588934
32,761,1155014
32,761,1174371
32,761,140989
32,761,1504156
32,761,259125
32,761,27551
32,761,5206
32,761,682707
32,761,729681
32,761,759823
32,761,997617
32,764,1269374
32,764,288574
32,77,1042191
32,77,1141771
32,77,1165527
32,77,1216906
32,77,1254340
32,77,1358357
32,77,1402067
32,77,1492523
32,77,1530093
32,77,26432
32,77,273627
32,77,578892
32,77,687476
32,77,710839
32,77,720762
32,77,732059
32,77,927884
32,783,1238793
32,783,1307948
32,783,856272
32,796,1533812
32,796,663932
32,796,930795
32,805,142552
32,805,1478912
32,805,397174
32,805,823388
32,805,985302
32,819,1338361
32,82,274932
32,831,972946
32,833,633130
32,841,1209637
32,841,1423492
32,841,161556
32,842,669291
32,844,413739
32,879,1426582
32,888,394085
32,896,1178444
32,896,27217
32,896,700086
32,9,1487458
32,9,182047
32,9,208668
32,9,474682
32,9,887693
32,90,1409597
32,90,539932
32,90,558352
32,901,1004427
32,903,102444
32,903,429395
32,903,868112
32,908,1375236
33,425,959537
33,518,671702
34,191,660230
34,242,641285
34,280,333119
34,298,560835
34,331,1088566
34,368,206426
34,466,860421
34,473,720590
34,489,312434
34,508,1272385
34,517,296875
34,521,446902
34,672,480526
34,763,1490290
34,844,419671
35,133,1444845
35,133,822972
35,314,1391198
35,314,464834
35,408,420717
35,667,1241630
35,667,1319092
35,667,348254
35,682,1070728
35,744,282506
35,744,414831
36,23,144060
36,296,1292315
36,306,920856
36,371,1341928
36,473,529815
36,566,747693
36,572,920425
37,10,1486217
37,120,1005190
37,120,1185079
37,226,62939
37,252,664704
37,270,762224
37,283,515746
37,358,1264471
37,414,54600
37,449,1343944
37,449,277526
37,449,403737
37,449,405330
37,449,442623
37,449,853528
37,449,892747
37,495,1230417
37,517,740142
37,524,937926
37,546,1338183
37,546,18698
37,576,350370
37,761,1476532
37,761,287951
37,761,714551
37,761,764516
37,821,1023034
37,821,224255
37,821,482860
37,821,590679
37,868,1052478
38,133,1059670
38,133,1296739
38,133,1489749
38,133,267499
38,133,430709
38,133,503860
38,133,504947
38,133,911485
38,139,1200506
38,158,378552
38,164,435313
38,248,1094676
38,248,1232132
38,248,1250179
38,248,368436
38,248,912582
38,248,999321
38,262,1240933
38,262,1279196
38,262,1349701
38,262,1501378
38,277,1211181
38,277,527026
38,277,796767
38,283,500820
38,283,893723
38,3,1401326
38,303,145550
38,303,444738
38,303,77946
38,311,1040193
38,323,1408764
38,323,375338
38,323,907619
38,327,230965
38,331,1069680
38,331,1532339
38,331,348540
38,331,379174
38,331,480114
38,331,509130
38,331,640523
38,331,833090
38,331,923379
38,358,1043958
38,358,1256648
38,358,1449872
38,358,436607
38,358,47613
38,374,133052
38,414,1446514
38,414,667494
38,414,743599
38,414,857418
38,416,1049681
38,417,446702
38,417,686746
38,436,1133407
38,436,1336659
38,436,1483440
38,436,190575
38,436,451665
38,436,489837
38,436,616580
38,436,63580
38,436,984373
38,451,121205
38,451,1242489
38,451,160389
38,451,529130
38,451,775735
38,451,903254
38,455,1125273
38,456,179653
38,456,644197
38,459,173199
38,459,263954
38,461,1363775
38,473,1169132
38,473,237584
38,473,503379
38,473,608928
38,473,734626
38,475,577080
38,479,1002661
38,479,1040847
38,479,1446102
38,479,149190
38,479,292799
38,479,452723
38,479,713625
38,479,848650
38,479,929723
38,517,312956
38,542,1446169
38,543,686185
38,606,773799
38,635,395135
38,651,538842
38,666,1094928
38,671,352566
38,691,1321471
38,691,1333724
38,691,636122
38,691,93085
38,733,1015751
38,734,1267227
38,742,1412624
38,742,80590
38,761,152059
38,761,640462
38,761,659917
38,761,73226
38,77,1034321
38,77,1136269
38,77,1295155
38,77,1500856
38,77,623894
38,77,66152
38,77,808381
38,783,1430016
38,783,594454
38,783,725151
38,790,346652
38,796,1197250
38,796,1266652
38,796,327895
38,796,351633
38,796,512281
38,796,607162
38,796,682443
38,796,744815
38,810,17659
38,868,912529
38,879,1002086
38,879,1505506
38,879,634016
38,879,808649
38,888,1039939
38,893,15382
38,893,331463
38,893,446334
38,893,498668
38,893,778411
38,898,1034457
38,903,1047207
38,903,1489413
38,903,64508
38,903,905546
39,10,46299
39,133,924962
39,15,1027533
39,154,1161807
39,182,1396333
39,189,569677
39,190,959389
39,193,1020427
39,193,541899
39,216,1024483
39,245,1353917
39,257,970725
39,283,187735
39,283,853888
39,303,1376674
39,303,474199
39,306,1440458
39,311,1492368
39,325,1294373
39,334,1330452
39,400,738657
39,405,377597
39,406,1358317
39,406,168896
39,406,516189
39,407,1058568
39,407,1350040
39,407,426374
39,413,380889
39,413,882181
39,447,342448
39,449,1093313
39,449,1230211
39,449,125706
39,449,1266523
39,449,155086
39,449,257265
39,449,291085
39,449,460106
39,449,521253
39,449,533062
39,449,576078
39,449,657233
39,449,677108
39,451,1226407
39,456,223335
39,456,766805
39,456,828159
39,459,955765
39,472,1338380
39,473,107416
39,473,467178
39,479,1067942
39,479,1247065
39,479,1303260
39,479,1368990
39,479,1405344
39,479,1502905
39,479,1528075
39,479,272873
39,479,38994
39,479,416569
39,479,532374
39,479,545069
39,479,6112
39,479,756850
39,479,783510
39,479,882880
39,479,901968
39,49,1116061
39,512,123320
39,541,1043938
39,546,1064332
39,546,834187
39,546,925764
39,595,1273238
39,595,397727
39,595,885894
39,596,510368
39,627,1151148
39,656,146222
39,656,1497653
39,656,1508178
39,656,237672
39,656,543193
39,657,1512358
39,657,362421
39,657,723683
39,68,1059629
39,68,356180
39,69,638303
39,69,994131
39,695,1037803
39,704,843770
39,72,1182083
39,724,192756
39,733,1125765
39,74,859897
39,758,362099
39,758,383213
39,758,634005
39,796,666397
39,80,1039081
39,802,490373
39,806,1266099
39,819,584631
39,819,614570
39,819,757251
